order_id,customer_id,product_id,order_date,quantity
272,31,21,2023-08-27 08:39:23.971834,2
273,18,44,2023-09-17 08:39:23.971834,2
274,71,1,2023-08-19 08:39:23.971834,3
275,72,37,2023-07-31 08:39:23.971834,1
276,19,46,2023-07-22 08:39:23.971834,4
277,93,42,2023-08-18 08:39:23.971834,4
278,44,3,2023-07-27 08:39:23.971834,4
279,84,34,2023-09-09 08:39:23.971834,3
280,50,13,2023-09-10 08:39:23.971834,3
281,42,16,2023-07-29 08:39:23.971834,2
282,94,34,2023-08-12 08:39:23.971834,1
283,47,24,2023-07-20 08:39:23.971834,4
284,22,13,2023-09-06 08:39:23.971834,1
285,74,6,2023-08-06 08:39:23.971834,3
286,90,39,2023-08-29 08:39:23.971834,1
287,97,2,2023-09-09 08:39:23.971834,4
288,92,11,2023-08-10 08:39:23.971834,1
289,74,7,2023-08-19 08:39:23.971834,4
290,29,7,2023-08-15 08:39:23.971834,3
291,82,39,2023-08-04 08:39:23.971834,2
292,59,39,2023-09-06 08:39:23.971834,4
293,1,12,2023-08-06 08:39:23.971834,2
294,87,22,2023-07-30 08:39:23.971834,4
295,64,3,2023-08-06 08:39:23.971834,2
296,17,13,2023-07-23 08:39:23.971834,3
297,37,30,2023-08-28 08:39:23.971834,1
298,95,10,2023-07-29 08:39:23.971834,4
299,25,9,2023-08-18 08:39:23.971834,4
300,64,6,2023-07-23 08:39:23.971834,4
301,68,44,2023-07-27 08:39:23.971834,3
302,52,2,2023-08-05 08:39:23.971834,4
303,9,44,2023-08-23 08:39:23.971834,3
304,57,16,2023-07-24 08:39:23.971834,2
305,92,13,2023-08-15 08:39:23.971834,1
306,94,48,2023-08-25 08:39:23.971834,2
307,88,13,2023-07-26 08:39:23.971834,1
308,33,22,2023-08-21 08:39:23.971834,1
309,20,19,2023-08-06 08:39:23.971834,2
310,73,26,2023-09-13 08:39:23.971834,4
311,72,14,2023-09-12 08:39:23.971834,4
312,88,31,2023-09-11 08:39:23.971834,2
313,14,29,2023-08-26 08:39:23.971834,3
314,59,45,2023-09-13 08:39:23.971834,1
315,82,42,2023-08-16 08:39:23.971834,1
316,56,22,2023-09-09 08:39:23.971834,1
317,65,7,2023-08-03 08:39:23.971834,1
318,76,37,2023-09-17 08:39:23.971834,1
319,93,49,2023-08-11 08:39:23.971834,4
320,37,41,2023-08-20 08:39:23.971834,3
321,26,27,2023-07-28 08:39:23.971834,1
322,33,31,2023-09-14 08:39:23.971834,3
323,43,6,2023-08-18 08:39:23.971834,2
324,15,16,2023-08-17 08:39:23.971834,3
325,87,38,2023-08-20 08:39:23.971834,4
326,29,38,2023-08-23 08:39:23.971834,3
327,21,50,2023-09-16 08:39:23.971834,3
328,83,32,2023-08-06 08:39:23.971834,2
329,69,33,2023-08-17 08:39:23.971834,1
330,23,49,2023-09-05 08:39:23.971834,3
331,100,17,2023-08-05 08:39:23.971834,4
332,84,33,2023-07-28 08:39:23.971834,2
333,8,11,2023-09-17 08:39:23.971834,3
334,73,13,2023-09-13 08:39:23.971834,3
335,62,30,2023-09-02 08:39:23.971834,2
336,14,1,2023-07-27 08:39:23.971834,4
337,6,30,2023-08-01 08:39:23.971834,4
338,1,27,2023-08-21 08:39:23.971834,4
339,9,40,2023-08-09 08:39:23.971834,3
340,80,23,2023-09-01 08:39:23.971834,3
341,80,20,2023-07-31 08:39:23.971834,4
342,54,6,2023-08-18 08:39:23.971834,1
343,12,37,2023-08-29 08:39:23.971834,4
344,5,20,2023-07-20 08:39:23.971834,2
345,40,37,2023-08-09 08:39:23.971834,3
346,93,6,2023-09-03 08:39:23.971834,2
347,46,29,2023-08-17 08:39:23.971834,2
348,27,13,2023-08-02 08:39:23.971834,1
349,75,27,2023-08-26 08:39:23.971834,1
350,53,50,2023-09-05 08:39:23.971834,4
351,50,20,2023-08-28 08:39:23.971834,1
352,92,13,2023-09-08 08:39:23.971834,3
353,52,39,2023-07-24 08:39:23.971834,3
354,100,8,2023-09-04 08:39:23.971834,3
355,19,17,2023-08-01 08:39:23.971834,3
356,35,30,2023-09-15 08:39:23.971834,3
357,52,1,2023-09-13 08:39:23.971834,4
358,31,24,2023-08-26 08:39:23.971834,3
359,54,16,2023-09-06 08:39:23.971834,4
360,59,11,2023-07-24 08:39:23.971834,2
361,44,4,2023-08-30 08:39:23.971834,2
362,56,4,2023-08-25 08:39:23.971834,1
363,19,17,2023-08-05 08:39:23.971834,3
364,46,49,2023-08-07 08:39:23.971834,2
365,88,10,2023-08-26 08:39:23.971834,4
366,66,21,2023-08-19 08:39:23.971834,4
367,71,38,2023-09-11 08:39:23.971834,4
368,54,49,2023-09-04 08:39:23.971834,1
369,49,18,2023-08-24 08:39:23.971834,4
370,95,10,2023-09-06 08:39:23.971834,1
371,60,45,2023-07-20 08:39:23.971834,4
372,81,16,2023-09-07 08:39:23.971834,1
373,27,39,2023-09-15 08:39:23.971834,1
374,36,15,2023-07-29 08:39:23.971834,2
375,59,34,2023-09-08 08:39:23.971834,2
376,50,5,2023-08-22 08:39:23.971834,4
377,74,17,2023-09-06 08:39:23.971834,2
378,45,37,2023-09-07 08:39:23.971834,1
379,14,8,2023-08-01 08:39:23.971834,1
380,71,24,2023-07-26 08:39:23.971834,3
381,39,28,2023-09-09 08:39:23.971834,3
382,40,47,2023-08-25 08:39:23.971834,1
383,9,8,2023-08-24 08:39:23.971834,2
384,14,23,2023-08-27 08:39:23.971834,1
385,8,35,2023-08-25 08:39:23.971834,4
386,81,31,2023-08-19 08:39:23.971834,3
387,23,17,2023-09-08 08:39:23.971834,3
388,80,28,2023-08-08 08:39:23.971834,2
389,90,48,2023-08-27 08:39:23.971834,1
390,9,48,2023-09-02 08:39:23.971834,3
391,100,12,2023-08-24 08:39:23.971834,2
392,7,24,2023-08-03 08:39:23.971834,3
393,82,15,2023-08-18 08:39:23.971834,2
394,72,40,2023-09-09 08:39:23.971834,3
395,85,31,2023-09-14 08:39:23.971834,4
396,90,27,2023-08-06 08:39:23.971834,3
397,67,35,2023-07-23 08:39:23.971834,1
398,61,18,2023-08-18 08:39:23.971834,2
399,17,36,2023-08-16 08:39:23.971834,2
400,57,8,2023-07-23 08:39:23.971834,3
401,24,46,2023-08-22 08:39:23.971834,1
402,25,49,2023-09-11 08:39:23.971834,3
403,5,38,2023-09-09 08:39:23.971834,3
404,50,5,2023-09-12 08:39:23.971834,3
405,88,14,2023-08-16 08:39:23.971834,4
406,31,38,2023-08-25 08:39:23.971834,2
407,55,20,2023-09-14 08:39:23.971834,1
408,26,44,2023-08-10 08:39:23.971834,4
409,21,9,2023-08-28 08:39:23.971834,4
410,98,33,2023-08-31 08:39:23.971834,3
411,58,18,2023-07-30 08:39:23.971834,3
412,24,6,2023-08-18 08:39:23.971834,3
413,28,37,2023-09-07 08:39:23.971834,2
414,30,2,2023-08-18 08:39:23.971834,3
415,34,30,2023-09-16 08:39:23.971834,4
416,54,6,2023-08-13 08:39:23.971834,2
417,52,17,2023-09-08 08:39:23.971834,4
418,87,39,2023-08-05 08:39:23.971834,2
419,8,41,2023-07-20 08:39:23.971834,2
420,10,23,2023-08-25 08:39:23.971834,2
421,55,31,2023-08-23 08:39:23.971834,4
422,1,20,2023-09-17 08:39:23.971834,2
423,84,5,2023-08-02 08:39:23.971834,4
424,37,21,2023-07-21 08:39:23.971834,1
425,82,43,2023-09-17 08:39:23.971834,4
426,21,11,2023-07-22 08:39:23.971834,4
427,4,4,2023-07-22 08:39:23.971834,2
428,43,23,2023-08-08 08:39:23.971834,2
429,66,38,2023-09-10 08:39:23.971834,3
430,21,30,2023-09-16 08:39:23.971834,1
431,37,42,2023-08-01 08:39:23.971834,1
432,69,41,2023-08-19 08:39:23.971834,3
433,81,18,2023-08-28 08:39:23.971834,4
434,48,41,2023-08-10 08:39:23.971834,4
435,11,43,2023-08-02 08:39:23.971834,2
436,95,31,2023-09-07 08:39:23.971834,1
437,92,30,2023-08-15 08:39:23.971834,2
438,44,34,2023-09-09 08:39:23.971834,3
439,64,31,2023-08-01 08:39:23.971834,1
440,32,47,2023-09-07 08:39:23.971834,2
441,21,38,2023-07-20 08:39:23.971834,1
442,71,25,2023-07-21 08:39:23.971834,1
443,10,17,2023-08-25 08:39:23.971834,2
444,61,36,2023-07-30 08:39:23.971834,2
445,92,40,2023-08-31 08:39:23.971834,1
446,36,30,2023-08-21 08:39:23.971834,3
447,84,2,2023-08-17 08:39:23.971834,4
448,77,24,2023-09-16 08:39:23.971834,1
449,19,9,2023-07-22 08:39:23.971834,3
450,75,1,2023-08-17 08:39:23.971834,1
451,99,24,2023-07-21 08:39:23.971834,2
452,98,38,2023-08-02 08:39:23.971834,3
453,44,48,2023-08-08 08:39:23.971834,3
454,4,27,2023-09-05 08:39:23.971834,1
455,13,26,2023-08-06 08:39:23.971834,4
456,59,26,2023-08-25 08:39:23.971834,1
457,2,7,2023-07-27 08:39:23.971834,4
458,1,25,2023-09-11 08:39:23.971834,3
459,40,16,2023-07-26 08:39:23.971834,4
460,25,38,2023-07-29 08:39:23.971834,2
461,59,42,2023-08-04 08:39:23.971834,4
462,37,18,2023-08-07 08:39:23.971834,4
463,100,17,2023-08-18 08:39:23.971834,3
464,70,49,2023-09-11 08:39:23.971834,4
465,7,44,2023-08-31 08:39:23.971834,3
466,4,47,2023-08-07 08:39:23.971834,2
467,99,6,2023-07-22 08:39:23.971834,2
468,41,20,2023-08-18 08:39:23.971834,1
469,61,48,2023-08-06 08:39:23.971834,1
470,34,23,2023-08-24 08:39:23.971834,1
471,29,46,2023-09-14 08:39:23.971834,2
472,69,12,2023-08-08 08:39:23.971834,4
473,27,12,2023-08-05 08:39:23.971834,3
474,97,34,2023-08-12 08:39:23.971834,2
475,52,8,2023-08-01 08:39:23.971834,4
476,74,27,2023-08-24 08:39:23.971834,1
477,54,49,2023-09-03 08:39:23.971834,3
478,70,8,2023-09-14 08:39:23.971834,1
479,34,48,2023-07-22 08:39:23.971834,3
480,8,33,2023-08-09 08:39:23.971834,4
481,95,37,2023-07-23 08:39:23.971834,2
482,73,19,2023-08-06 08:39:23.971834,1
483,85,24,2023-09-02 08:39:23.971834,2
484,8,22,2023-08-27 08:39:23.971834,4
485,68,3,2023-08-31 08:39:23.971834,4
486,86,9,2023-07-30 08:39:23.971834,4
487,92,11,2023-08-26 08:39:23.971834,2
488,68,6,2023-08-31 08:39:23.971834,2
489,85,39,2023-08-29 08:39:23.971834,3
490,72,39,2023-09-05 08:39:23.971834,2
491,84,37,2023-08-16 08:39:23.971834,2
492,96,2,2023-07-24 08:39:23.971834,4
493,1,37,2023-09-09 08:39:23.971834,3
494,6,6,2023-08-11 08:39:23.971834,2
495,92,6,2023-08-26 08:39:23.971834,2
496,31,39,2023-08-24 08:39:23.971834,4
497,74,36,2023-08-19 08:39:23.971834,2
498,84,25,2023-07-27 08:39:23.971834,4
499,8,50,2023-08-13 08:39:23.971834,3
500,22,16,2023-08-13 08:39:23.971834,4
501,99,1,2023-08-11 08:39:23.971834,3
502,6,42,2023-09-15 08:39:23.971834,4
503,21,23,2023-09-08 08:39:23.971834,2
504,32,18,2023-08-12 08:39:23.971834,2
505,99,43,2023-07-24 08:39:23.971834,3
506,24,5,2023-07-20 08:39:23.971834,3
507,20,5,2023-08-06 08:39:23.971834,4
508,86,19,2023-07-26 08:39:23.971834,4
509,48,6,2023-07-24 08:39:23.971834,2
510,7,15,2023-07-31 08:39:23.971834,3
511,69,11,2023-08-21 08:39:23.971834,1
512,74,30,2023-08-05 08:39:23.971834,2
513,25,20,2023-07-22 08:39:23.971834,4
514,48,35,2023-09-16 08:39:23.971834,3
515,33,4,2023-07-30 08:39:23.971834,2
516,75,9,2023-08-28 08:39:23.971834,1
517,91,27,2023-08-27 08:39:23.971834,1
518,92,19,2023-09-12 08:39:23.971834,3
519,17,5,2023-08-28 08:39:23.971834,2
520,99,8,2023-09-13 08:39:23.971834,1
521,23,43,2023-07-20 08:39:23.971834,1
522,29,30,2023-07-29 08:39:23.971834,2
523,29,36,2023-07-31 08:39:23.971834,4
524,79,16,2023-09-02 08:39:23.971834,1
525,90,47,2023-09-10 08:39:23.971834,1
526,6,46,2023-08-06 08:39:23.971834,1
527,67,4,2023-08-25 08:39:23.971834,1
528,36,4,2023-08-30 08:39:23.971834,1
529,76,7,2023-09-05 08:39:23.971834,3
530,52,3,2023-07-25 08:39:23.971834,4
531,78,38,2023-08-30 08:39:23.971834,1
532,100,25,2023-09-06 08:39:23.971834,1
533,57,36,2023-08-27 08:39:23.971834,2
534,96,4,2023-08-25 08:39:23.971834,2
535,95,8,2023-07-24 08:39:23.971834,3
536,6,28,2023-09-17 08:39:23.971834,3
537,30,3,2023-09-07 08:39:23.971834,4
538,92,49,2023-07-31 08:39:23.971834,4
539,54,8,2023-08-28 08:39:23.971834,1
540,66,11,2023-08-18 08:39:23.971834,2
541,62,46,2023-09-01 08:39:23.971834,4
542,27,49,2023-09-03 08:39:23.971834,1
543,29,6,2023-07-31 08:39:23.971834,2
544,40,41,2023-08-31 08:39:23.971834,3
545,98,23,2023-08-21 08:39:23.971834,1
546,48,44,2023-07-21 08:39:23.971834,1
547,33,2,2023-09-02 08:39:23.971834,3
548,5,7,2023-09-05 08:39:23.971834,2
549,55,29,2023-08-23 08:39:23.971834,3
550,1,6,2023-08-31 08:39:23.971834,1
551,12,41,2023-08-31 08:39:23.971834,4
552,52,11,2023-09-02 08:39:23.971834,2
553,100,8,2023-07-30 08:39:23.971834,1
554,69,30,2023-08-31 08:39:23.971834,3
555,27,37,2023-08-29 08:39:23.971834,2
556,16,19,2023-09-04 08:39:23.971834,1
557,93,48,2023-08-28 08:39:23.971834,2
558,17,3,2023-08-04 08:39:23.971834,4
559,71,42,2023-09-03 08:39:23.971834,4
560,96,30,2023-08-15 08:39:23.971834,4
561,3,33,2023-08-30 08:39:23.971834,2
562,18,50,2023-08-29 08:39:23.971834,4
563,66,26,2023-09-02 08:39:23.971834,2
564,33,37,2023-09-06 08:39:23.971834,2
565,98,20,2023-08-05 08:39:23.971834,3
566,39,33,2023-09-01 08:39:23.971834,1
567,69,28,2023-08-17 08:39:23.971834,4
568,95,27,2023-07-20 08:39:23.971834,1
569,5,29,2023-09-02 08:39:23.971834,1
570,80,46,2023-07-22 08:39:23.971834,3
571,22,24,2023-08-11 08:39:23.971834,4
572,11,19,2023-08-13 08:39:23.971834,1
573,17,6,2023-09-02 08:39:23.971834,2
574,3,2,2023-08-08 08:39:23.971834,1
575,47,22,2023-08-19 08:39:23.971834,2
576,62,35,2023-08-02 08:39:23.971834,2
577,47,2,2023-07-27 08:39:23.971834,2
578,33,30,2023-08-08 08:39:23.971834,3
579,24,46,2023-08-24 08:39:23.971834,4
580,62,35,2023-09-11 08:39:23.971834,1
581,2,15,2023-09-11 08:39:23.971834,3
